id_student,final_result,assignment_name,due_date,date_submitted,score,weight,weighted_score,turned_in,days_late,num_resources_accessed,avg_clicks_per_resource
77763,0,Test 5,151,151.0,89,15.0,13.35,1,0.0,213,3.004919277070955
77763,0,Quiz 6,170,173.0,94,3.0,2.82,1,0.0,213,3.004919277070955
77763,0,Test 6,200,200.0,73,15.0,10.95,1,0.0,213,3.004919277070955
77763,0,Quiz 7,206,209.0,87,6.0,5.22,1,0.0,213,3.004919277070955
77763,0,Final Exam,240,230.0,69,100.0,69.0,1,0.0,213,3.004919277070955
81351,1,Quiz 1,23,25.0,80,2.0,1.6,1,0.0,138,3.368528368794326
81351,1,Test 1,25,25.0,75,7.5,5.625,1,0.0,138,3.368528368794326
81351,1,Quiz 2,51,54.0,72,3.0,2.16,1,0.0,138,3.368528368794326
81351,1,Test 2,53,52.0,67,10.0,6.7,1,0.0,138,3.368528368794326
81351,1,Quiz 3,79,81.0,86,3.0,2.58,1,0.0,138,3.368528368794326
81351,1,Test 3,81,81.0,94,12.5,11.75,1,0.0,138,3.368528368794326
81351,1,Quiz 4,114,117.0,82,4.0,3.28,1,0.0,138,3.368528368794326
81351,1,Test 4,116,116.0,74,15.0,11.1,1,0.0,138,3.368528368794326
81351,1,Quiz 5,149,152.0,80,4.0,3.2,1,0.0,138,3.368528368794326
81351,1,Test 5,151,151.0,60,15.0,9.0,1,0.0,138,3.368528368794326
81351,1,Quiz 6,170,173.0,75,3.0,2.25,1,0.0,138,3.368528368794326
81351,1,Test 6,200,194.0,70,15.0,10.5,1,0.0,138,3.368528368794326
81351,1,Quiz 7,206,216.0,21,6.0,1.26,1,0.0,138,3.368528368794326
81351,1,Final Exam,240,248.0,0,100.0,0.0,0,0.0,138,3.368528368794326
86047,0,Quiz 1,23,25.0,70,2.0,1.4,1,0.0,135,2.9316452255959593
86047,0,Test 1,25,22.0,62,7.5,4.65,1,0.0,135,2.9316452255959593
86047,0,Quiz 2,51,54.0,75,3.0,2.25,1,0.0,135,2.9316452255959593
86047,0,Test 2,53,60.0,61,10.0,6.1,1,0.0,135,2.9316452255959593
86047,0,Quiz 3,79,81.0,67,3.0,2.01,1,0.0,135,2.9316452255959593
86047,0,Test 3,81,81.0,63,12.5,7.875,1,0.0,135,2.9316452255959593
86047,0,Quiz 4,114,117.0,73,4.0,2.92,1,0.0,135,2.9316452255959593
86047,0,Test 4,116,123.0,46,15.0,6.9,1,0.0,135,2.9316452255959593
86047,0,Quiz 5,149,152.0,22,4.0,0.88,1,0.0,135,2.9316452255959593
86047,0,Test 5,151,151.0,47,15.0,7.05,1,0.0,135,2.9316452255959593
86047,0,Quiz 6,170,,0,3.0,0.0,0,,135,2.9316452255959593
86047,0,Test 6,200,209.0,35,15.0,5.25,1,0.0,135,2.9316452255959593
86047,0,Quiz 7,206,,0,6.0,0.0,0,,135,2.9316452255959593
86047,0,Final Exam,240,229.0,42,100.0,42.0,1,0.0,135,2.9316452255959593
87107,0,Quiz 1,23,25.0,57,2.0,1.14,1,0.0,150,3.406241914114254
87107,0,Test 1,25,24.0,83,7.5,6.225,1,0.0,150,3.406241914114254
87107,0,Quiz 2,51,54.0,61,3.0,1.83,1,0.0,150,3.406241914114254
87107,0,Test 2,53,51.0,78,10.0,7.8,1,0.0,150,3.406241914114254
87107,0,Quiz 3,79,,0,3.0,0.0,0,,150,3.406241914114254
87107,0,Test 3,81,80.0,81,12.5,10.125,1,0.0,150,3.406241914114254
87107,0,Quiz 4,114,,0,4.0,0.0,0,,150,3.406241914114254
87107,0,Test 4,116,116.0,79,15.0,11.85,1,0.0,150,3.406241914114254
87107,0,Quiz 5,149,,0,4.0,0.0,0,,150,3.406241914114254
87107,0,Test 5,151,,0,15.0,0.0,0,,150,3.406241914114254
87107,0,Quiz 6,170,,0,3.0,0.0,0,,150,3.406241914114254
87107,0,Test 6,200,,0,15.0,0.0,0,,150,3.406241914114254
87107,0,Quiz 7,206,,0,6.0,0.0,0,,150,3.406241914114254
87107,0,Final Exam,240,231.0,40,100.0,40.0,1,0.0,150,3.406241914114254
89051,0,Quiz 1,23,25.0,70,2.0,1.4,1,0.0,226,2.6627967617719293
89051,0,Test 1,25,24.0,85,7.5,6.375,1,0.0,226,2.6627967617719293
89051,0,Quiz 2,51,54.0,92,3.0,2.76,1,0.0,226,2.6627967617719293
89051,0,Test 2,53,52.0,82,10.0,8.2,1,0.0,226,2.6627967617719293
89051,0,Quiz 3,79,81.0,94,3.0,2.82,1,0.0,226,2.6627967617719293
89051,0,Test 3,81,80.0,78,12.5,9.75,1,0.0,226,2.6627967617719293
89051,0,Quiz 4,114,117.0,88,4.0,3.52,1,0.0,226,2.6627967617719293
89051,0,Test 4,116,115.0,96,15.0,14.4,1,0.0,226,2.6627967617719293
89051,0,Quiz 5,149,152.0,94,4.0,3.76,1,0.0,226,2.6627967617719293
89051,0,Test 5,151,151.0,77,15.0,11.55,1,0.0,226,2.6627967617719293
89051,0,Quiz 6,170,173.0,69,3.0,2.07,1,0.0,226,2.6627967617719293
89051,0,Test 6,200,200.0,65,15.0,9.75,1,0.0,226,2.6627967617719293
89051,0,Quiz 7,206,209.0,79,6.0,4.74,1,0.0,226,2.6627967617719293
89051,0,Final Exam,240,231.0,73,100.0,73.0,1,0.0,226,2.6627967617719293
92775,1,Quiz 1,23,25.0,50,2.0,1.0,1,0.0,903,11.741821365781343
92775,1,Test 1,25,23.0,72,7.5,5.4,1,0.0,903,11.741821365781343
92775,1,Quiz 2,51,54.0,78,3.0,2.34,1,0.0,903,11.741821365781343
92775,1,Test 2,53,53.0,53,10.0,5.3,1,0.0,903,11.741821365781343
92775,1,Quiz 3,79,81.0,39,3.0,1.17,1,0.0,903,11.741821365781343
92775,1,Test 3,81,81.0,42,12.5,5.25,1,0.0,903,11.741821365781343
92775,1,Quiz 4,114,117.0,47,4.0,1.88,1,0.0,903,11.741821365781343
92775,1,Test 4,116,115.0,14,15.0,2.1,1,0.0,903,11.741821365781343
92775,1,Quiz 5,149,152.0,11,4.0,0.44,1,0.0,903,11.741821365781343
92775,1,Test 5,151,151.0,3,15.0,0.45,1,0.0,903,11.741821365781343
92775,1,Quiz 6,170,173.0,14,3.0,0.42,1,0.0,903,11.741821365781343
92775,1,Test 6,200,,0,15.0,0.0,0,,903,11.741821365781343
92775,1,Quiz 7,206,,0,6.0,0.0,0,,903,11.741821365781343
92775,1,Final Exam,240,,0,100.0,0.0,0,,903,11.741821365781343
94923,1,Quiz 1,23,25.0,50,2.0,1.0,1,0.0,129,2.930919080919081
94923,1,Test 1,25,24.0,64,7.5,4.8,1,0.0,129,2.930919080919081
94923,1,Quiz 2,51,54.0,67,3.0,2.01,1,0.0,129,2.930919080919081
94923,1,Test 2,53,53.0,72,10.0,7.2,1,0.0,129,2.930919080919081
94923,1,Quiz 3,79,81.0,61,3.0,1.83,1,0.0,129,2.930919080919081
94923,1,Test 3,81,81.0,78,12.5,9.75,1,0.0,129,2.930919080919081
94923,1,Quiz 4,114,117.0,62,4.0,2.48,1,0.0,129,2.930919080919081
94923,1,Test 4,116,116.0,34,15.0,5.1,1,0.0,129,2.930919080919081
94923,1,Quiz 5,149,,0,4.0,0.0,0,,129,2.930919080919081
94923,1,Test 5,151,,0,15.0,0.0,0,,129,2.930919080919081
94923,1,Quiz 6,170,,0,3.0,0.0,0,,129,2.930919080919081
94923,1,Test 6,200,,0,15.0,0.0,0,,129,2.930919080919081
94923,1,Quiz 7,206,,0,6.0,0.0,0,,129,2.930919080919081
94923,1,Final Exam,240,,0,100.0,0.0,0,,129,2.930919080919081
94964,1,Quiz 1,23,25.0,20,2.0,0.4,1,0.0,70,2.761390692640693
94964,1,Test 1,25,26.0,68,7.5,5.1,1,0.0,70,2.761390692640693
94964,1,Quiz 2,51,,0,3.0,0.0,0,,70,2.761390692640693
94964,1,Test 2,53,,0,10.0,0.0,0,,70,2.761390692640693
94964,1,Quiz 3,79,81.0,31,3.0,0.93,1,0.0,70,2.761390692640693
94964,1,Test 3,81,,0,12.5,0.0,0,,70,2.761390692640693
94964,1,Quiz 4,114,,0,4.0,0.0,0,,70,2.761390692640693
94964,1,Test 4,116,,0,15.0,0.0,0,,70,2.761390692640693
94964,1,Quiz 5,149,,0,4.0,0.0,0,,70,2.761390692640693
94964,1,Test 5,151,,0,15.0,0.0,0,,70,2.761390692640693
94964,1,Quiz 6,170,,0,3.0,0.0,0,,70,2.761390692640693
94964,1,Test 6,200,,0,15.0,0.0,0,,70,2.761390692640693
94964,1,Quiz 7,206,,0,6.0,0.0,0,,70,2.761390692640693
94964,1,Final Exam,240,,0,100.0,0.0,0,,70,2.761390692640693
96592,0,Quiz 1,23,25.0,80,2.0,1.6,1,0.0,116,2.612503871467286
96592,0,Test 1,25,24.0,56,7.5,4.2,1,0.0,116,2.612503871467286
96592,0,Quiz 2,51,54.0,89,3.0,2.67,1,0.0,116,2.612503871467286
96592,0,Test 2,53,52.0,77,10.0,7.7,1,0.0,116,2.612503871467286
96592,0,Quiz 3,79,81.0,92,3.0,2.76,1,0.0,116,2.612503871467286
96592,0,Test 3,81,81.0,77,12.5,9.625,1,0.0,116,2.612503871467286
96592,0,Quiz 4,114,117.0,93,4.0,3.72,1,0.0,116,2.612503871467286
96592,0,Test 4,116,116.0,93,15.0,13.95,1,0.0,116,2.612503871467286
96592,0,Quiz 5,149,152.0,93,4.0,3.72,1,0.0,116,2.612503871467286
96592,0,Test 5,151,151.0,84,15.0,12.6,1,0.0,116,2.612503871467286
96592,0,Quiz 6,170,173.0,83,3.0,2.49,1,0.0,116,2.612503871467286
96592,0,Test 6,200,200.0,70,15.0,10.5,1,0.0,116,2.612503871467286
96592,0,Quiz 7,206,209.0,91,6.0,5.46,1,0.0,116,2.612503871467286
96592,0,Final Exam,240,229.0,64,100.0,64.0,1,0.0,116,2.612503871467286
103904,0,Quiz 1,23,25.0,70,2.0,1.4,1,0.0,203,2.6655559352927773
103904,0,Test 1,25,14.0,88,7.5,6.6,1,0.0,203,2.6655559352927773
103904,0,Quiz 2,51,54.0,94,3.0,2.82,1,0.0,203,2.6655559352927773
103904,0,Test 2,53,38.0,79,10.0,7.9,1,0.0,203,2.6655559352927773
103904,0,Quiz 3,79,81.0,81,3.0,2.43,1,0.0,203,2.6655559352927773
103904,0,Test 3,81,63.0,90,12.5,11.25,1,0.0,203,2.6655559352927773
103904,0,Quiz 4,114,117.0,88,4.0,3.52,1,0.0,203,2.6655559352927773
103904,0,Test 4,116,119.0,91,15.0,13.65,1,0.0,203,2.6655559352927773
103904,0,Quiz 5,149,152.0,76,4.0,3.04,1,0.0,203,2.6655559352927773
103904,0,Test 5,151,125.0,86,15.0,12.9,1,0.0,203,2.6655559352927773
103904,0,Quiz 6,170,173.0,64,3.0,1.92,1,0.0,203,2.6655559352927773
103904,0,Test 6,200,181.0,83,15.0,12.45,1,0.0,203,2.6655559352927773
103904,0,Quiz 7,206,209.0,77,6.0,4.62,1,0.0,203,2.6655559352927773
103904,0,Final Exam,240,230.0,78,100.0,78.0,1,0.0,203,2.6655559352927773
110200,1,Quiz 1,23,25.0,70,2.0,1.4,1,0.0,49,2.168725296442688
110200,1,Test 1,25,22.0,64,7.5,4.8,1,0.0,49,2.168725296442688
110200,1,Quiz 2,51,54.0,50,3.0,1.5,1,0.0,49,2.168725296442688
110200,1,Test 2,53,,0,10.0,0.0,0,,49,2.168725296442688
110200,1,Quiz 3,79,81.0,33,3.0,0.99,1,0.0,49,2.168725296442688
110200,1,Test 3,81,85.0,50,12.5,6.25,1,0.0,49,2.168725296442688
110200,1,Quiz 4,114,117.0,32,4.0,1.28,1,0.0,49,2.168725296442688
110200,1,Test 4,116,,0,15.0,0.0,0,,49,2.168725296442688
110200,1,Quiz 5,149,,0,4.0,0.0,0,,49,2.168725296442688
110200,1,Test 5,151,,0,15.0,0.0,0,,49,2.168725296442688
110200,1,Quiz 6,170,,0,3.0,0.0,0,,49,2.168725296442688
110200,1,Test 6,200,,0,15.0,0.0,0,,49,2.168725296442688
110200,1,Quiz 7,206,,0,6.0,0.0,0,,49,2.168725296442688
110200,1,Final Exam,240,,0,100.0,0.0,0,,49,2.168725296442688
111113,1,Quiz 1,23,25.0,37,2.0,0.74,1,0.0,154,1.9922592113768585
111113,1,Test 1,25,24.0,36,7.5,2.7,1,0.0,154,1.9922592113768585
111113,1,Quiz 2,51,54.0,44,3.0,1.32,1,0.0,154,1.9922592113768585
111113,1,Test 2,53,52.0,18,10.0,1.8,1,0.0,154,1.9922592113768585
111113,1,Quiz 3,79,,0,3.0,0.0,0,,154,1.9922592113768585
111113,1,Test 3,81,,0,12.5,0.0,0,,154,1.9922592113768585
111113,1,Quiz 4,114,,0,4.0,0.0,0,,154,1.9922592113768585
111113,1,Test 4,116,,0,15.0,0.0,0,,154,1.9922592113768585
111113,1,Quiz 5,149,,0,4.0,0.0,0,,154,1.9922592113768585
111113,1,Test 5,151,,0,15.0,0.0,0,,154,1.9922592113768585
111113,1,Quiz 6,170,,0,3.0,0.0,0,,154,1.9922592113768585
111113,1,Test 6,200,,0,15.0,0.0,0,,154,1.9922592113768585
111113,1,Quiz 7,206,,0,6.0,0.0,0,,154,1.9922592113768585
111113,1,Final Exam,240,,0,100.0,0.0,0,,154,1.9922592113768585
112245,0,Quiz 1,23,25.0,83,2.0,1.66,1,0.0,356,3.221735900033772
112245,0,Test 1,25,21.0,76,7.5,5.7,1,0.0,356,3.221735900033772
112245,0,Quiz 2,51,54.0,86,3.0,2.58,1,0.0,356,3.221735900033772
112245,0,Test 2,53,50.0,86,10.0,8.6,1,0.0,356,3.221735900033772
112245,0,Quiz 3,79,81.0,89,3.0,2.67,1,0.0,356,3.221735900033772
112245,0,Test 3,81,79.0,97,12.5,12.125,1,0.0,356,3.221735900033772
112245,0,Quiz 4,114,117.0,83,4.0,3.32,1,0.0,356,3.221735900033772
112245,0,Test 4,116,114.0,89,15.0,13.35,1,0.0,356,3.221735900033772
112245,0,Quiz 5,149,152.0,78,4.0,3.12,1,0.0,356,3.221735900033772
112245,0,Test 5,151,150.0,82,15.0,12.3,1,0.0,356,3.221735900033772
112245,0,Quiz 6,170,173.0,58,3.0,1.74,1,0.0,356,3.221735900033772
112245,0,Test 6,200,196.0,66,15.0,9.9,1,0.0,356,3.221735900033772
112245,0,Quiz 7,206,209.0,71,6.0,4.26,1,0.0,356,3.221735900033772
112245,0,Final Exam,240,229.0,58,100.0,58.0,1,0.0,356,3.221735900033772
121000,1,Quiz 1,23,25.0,30,2.0,0.6,1,0.0,132,2.7559777534202086
121000,1,Test 1,25,25.0,41,7.5,3.075,1,0.0,132,2.7559777534202086
121000,1,Quiz 2,51,,0,3.0,0.0,0,,132,2.7559777534202086
121000,1,Test 2,53,,0,10.0,0.0,0,,132,2.7559777534202086
121000,1,Quiz 3,79,,0,3.0,0.0,0,,132,2.7559777534202086
121000,1,Test 3,81,,0,12.5,0.0,0,,132,2.7559777534202086
121000,1,Quiz 4,114,,0,4.0,0.0,0,,132,2.7559777534202086
121000,1,Test 4,116,,0,15.0,0.0,0,,132,2.7559777534202086
